1427583973,53
1427587605,1287
1427589977,2
1427590831,12
1427591573,19
1427592210,206
1427592300,7
1427592465,3
1427593052,1
1427593641,250
1427595804,272
1427598480,9
1427601244,193
1427602503,64
1427602581,612
1427603034,73
1427603313,25
1427603960,3
1427605041,84
1427608695,13
1427611500,119
1427612513,127
1427616657,286
1427616842,11
1427616882,52
1427617877,187
1427620683,35
1427622133,206
1427624332,175
1427626355,60
1427627952,375
1427631271,498
1427633167,157
1427634153,94
1427635110,140
1427639247,869
1427648447,56
1427648915,866
1427652811,14
1427652963,357
1427654367,21
1427654820,159
1427656354,144
1427659827,947
1427662425,122
1427668517,291
1427672811,6
1427675612,129
1427677814,28
1427679360,2295
1427682987,48
1427683122,140
1427683692,213
1427685475,17
1427688265,737
1427689630,33
1427699837,84
1427701864,21
1427704773,26
1427705930,122
1427710465,256
1427714217,2
1427715021,122
1427716044,4
1427716985,356
1427717997,135
1427718241,31
1427718637,17
1427721785,208
1427722075,1229
1427722133,19
1427723110,90
1427727480,907
1427731544,122
1427731845,4
1427733180,1415
1427733671,83
1427733824,64
1427733943,10
1427739495,36
1427743413,3
1427747761,390
1427749581,123
1427749604,1309
1427751365,35
1427751511,5
1427753861,273
1427755310,169
1427756644,476
1427757742,153
1427758353,99
1427763725,36
1427763785,244
1427764695,59
1427764763,79
1427764885,560
1427767664,134
1427770475,3
1427772923,28
1427772955,77
1427778110,29
1427778630,12
1427781257,119
1427784422,34
1427785057,399
1427790270,34
1427791747,120
1427793024,63
1427794842,446
1427798572,50
1427799307,136
1427802851,41
1427803060,139
1427807683,88
1427808664,1538
1427810841,133
1427813545,11
1427815721,723
1427816602,1284
1427820455,87
1427823420,3
1427825320,89
1427825430,178
1427827025,382
1427827193,325
1427827570,956
1427828665,37
1427830533,70
1427833624,155
1427834320,24
1427835531,43
1427836754,29
1427837635,76
1427839717,686
1427840352,598
1427841315,750
1427842754,49
1427842945,54
1427843737,557
1427844833,20
1427846302,549
1427848567,87
1427851377,247
1427854112,17
1427855105,183
1427856044,8
1427860251,370
1427860691,42
1427862181,6
1427864260,23
1427864280,4
1427864321,113
1427864823,15
1427869902,74
1427871170,44
1427872764,52
1427874617,11
1427875813,69
1427876533,159
1427877127,82
1427877191,314
1427877877,445
1427880974,1318
1427882435,64
1427886984,30
1427890455,47
1427893767,185
1427894905,41
1427898074,15
1427899751,151
1427900227,18
1432602970,9
1432603415,3
1432604335,32
1432612943,162
1432612955,7
1432614015,6
1432615223,17
1432616984,18
1432622324,48
1432622982,23
1432627840,82
1432627977,23
1432631611,671
1432633344,16
1432633995,558
1432634592,533
1432635785,18
1432637681,499
1432640924,10
1432641281,9
1432644924,70
1432645403,35
1432645435,514
1432648212,114
1432651341,348
1432651591,194
1432655664,364
1432659015,26
1432659420,98
1432660452,3
1432662141,12
1432663931,36
1432665233,100
1432668761,177
1432669251,667
1432669377,48
1432670765,19
1432674253,13
1432678663,99
1432680574,10
1432681090,185
1432681345,205
1432682655,246
1432682854,55
1432684130,237
1432684464,33
1432691295,79
1432693372,22
1432695027,31
1432700083,15
1432702001,5
1432702731,102
1432703175,158
1432703867,8
1432707775,243
1432710393,105
1432714760,87
1432715825,30
1432715841,108
1432716392,56
1432717803,123
1432718793,15
1432724711,430
1432725760,29
1432725934,8
1432727987,110
1432735085,25
1432745315,1215
1432760514,54
1432761741,200
1432764915,33
1432765150,164
1432776161,12
1432780360,82
1432785024,195
1432785783,89
1432791601,6
1432804503,63
1432805264,280
1432805790,4
1432820162,923
1432823653,137
1432828334,14
1432836790,52
1432845141,25
1432847273,82
1432850304,173
1432854021,57
1432857914,94
1432862417,112
1432866452,27
1432869167,8
1432871933,55
1432873234,409
1432875094,92
1432889673,497
1432895575,26
1432898205,189
1432910457,100
1432914911,63
1432917292,265
1432921335,479
1432923947,86
1432924181,5
1432931987,29
1432936420,66
1432938931,159
1432941235,222
1432947320,11
1432947450,146
1432954130,16
1432959657,137
1432960257,5
1432974172,155
1432976944,54
1432981687,12
1433002360,349
1433003152,9
1433003823,678
1433008470,14
1433012600,55
1433014400,18
1433022504,95
1433025417,36
1433027131,21
1433027452,192
1433032465,41
1433032790,45
1433033120,84
1433033533,121
1433035470,57
1433036224,143
1433039047,11
1433043994,430
1433045643,110
1433048100,13
1433048350,339
1433050905,41
1433051460,247
1433053694,107
1433055292,62
1433057320,164
1433057603,248
1433059564,18
1433060821,16
1433061381,25
1433063245,143
1433063440,15
1433063880,132
1433066175,173
1433068453,23
1433070232,21
1433070857,43
1433072795,36
1433075185,745
1433077095,61
1433080745,11
1433086265,105
1433086425,53
1433087100,66
1433087902,10
1433088241,164
1433091910,188
1433101515,107
1433103593,210
1433105404,110
1433105571,247
1433107491,1783
1433114135,258
1433116653,260
1433117594,44
1433119823,45
1433119840,94
1433121964,2
1433123075,161
1433125275,10
1433127597,243
1433128597,2
1433128943,341
1433130224,187
1433133064,580
1433133782,11
1433134215,188
1433135582,90
1433135800,54
1433136073,203
1433138157,35
1433138330,136
1433139807,197
1433141692,27
1433142511,19
1433143691,5
1433144204,500
1433144245,59
1433144307,61
1433147017,6
1433147821,407
1433150711,128
1433153413,133
1433155985,2
1433158597,9
1433158862,197
1433162625,341
1433163723,113
1433166203,36
1433166775,427
1433168190,8
1433174390,89
1433175237,90
1433177705,30
1433177945,39
1433179100,158
1433182373,68
1433182957,94
1433185493,424
1433187183,95
1433188740,154
1433191674,1757
1433193614,739
1433199633,1037
1433201810,278
1433205471,460
1433205823,386
1433207191,383
1433209532,411
1433210013,9
1433210537,57
1433211285,50
1433212563,36
1433212801,47
1433215263,148
1433215493,85
1433218652,117
1433219630,25
1433219737,41
1433219794,6
1433222831,89
1433223142,221
1433228131,396
1433228373,150
1433228560,45
1433229632,3
1433230401,115
1433237377,34
1433242512,36
1433245247,11
1433246401,68
1433247434,234
1433255704,31
1433262197,88
1433263520,21
1433263533,55
1433264242,66
1433265597,106
1433266572,585
1433271214,660
1433275452,97
1433277003,100
1433277800,157
1433285502,555
1433286642,73
1433287103,75
1433287292,82
1433290767,36
1433294943,43
1433295302,255
1433297062,93
1433298592,32
1433300397,106
1433300844,238
1433302311,44
1433302445,101
1433303824,1418
1433304605,166
1433305140,993
1433305461,3
1433305747,28
1433310914,32
1433311821,26
1433313435,149
1433313887,4
1433318045,461
1433318164,26
1433323862,9
1433325045,51
1433329774,206
1433336350,14
1433341277,44
1433341422,29
1433344383,21
1433345865,14
1433346464,16
1433346527,455
1433349305,144
1433350923,28
1433352803,9
1433353080,178
1433355884,39
1433356432,36
1433358522,79
1433360685,115
1433365913,101
1433368312,205
1433368557,30
1433370203,375
1433372185,80
1433378440,27
1433378471,63
1433385411,27
1433385627,12
1433386395,55
1433386572,90
1433387177,338
1433387630,87
1433389131,6
1433390473,8
1433391875,15
1433392064,209
1433393804,427
1433397405,37
1433399202,14
1433399264,67
1433402950,334
1433406647,357
1433408435,244
1433416121,1319
1433417000,48
1433417231,12
1433421914,591
1433424017,49
1433428505,365
1433428644,194
1433428820,179
1433430875,35
1433439357,28
1433440645,341
1433442071,63
1433442590,18
1433443917,50
1433447725,8
1433447874,340
1433449762,10
1433451200,28
1433452523,41
1433453934,32
1433454290,344
1433462462,342
1433464033,218
1433466075,15
1433466462,50
1433467250,38
1433467521,80
1433469242,58
1433471202,64
1433471552,354
1433472412,356
1433472471,17
1433472793,208
1433472964,639
1433474031,162
1433478450,31
1433480703,1978
1433481133,52
1433483257,231
1433485577,130
1433485943,106
1433487104,70
1433489530,20
1433496540,283
1433496763,623
1433496890,69
1433499435,101
1433502061,520
1433502264,132
1433503065,32
1433504873,167
1433506392,157
1433507123,386
1433508693,50
1433510192,35
1433512494,94
1433518063,15
1433518354,43
1433521667,182
1433523485,4
1433529834,125
1433531634,25
1433533977,546
1433535571,8
1433535591,23
1433536422,17
1433537083,164
1433539910,206
1433540682,146
1433543690,6
1433545233,256
1433546934,1
1433546963,27
1433550811,90
1433551501,42
1433552760,1
1433553163,161
1433553182,303
1433554382,6
1433555144,36
1433557323,41
1433558991,26
1433560262,82
1433560783,32
1433562093,158
1433562390,26
1433566070,136
1433567930,21
1433569557,72
1433570441,172
1433571440,53
1433574121,4
1433575465,2
1433575607,126
1433575931,209
1433577781,10
1433578515,71
1433579144,103
1433579780,433
1433582030,33
1433582422,66
1433582734,244
1433583394,99
1433588610,26
1433589300,703
1433593472,66
1433594093,31
1433595587,50
1433595894,83
1433596194,23
1433596734,14019
1433596983,80
1433601890,32
1433603200,289
1433603622,13
1433605720,124
1433606504,15
1433609564,13
1433616141,483
1433618733,17
1433621275,1
1433622504,245
1433625632,53
1433628257,160
1433630363,5
1433631280,17
1433635083,15
1433636373,175
1433637537,123
1433638014,292
1433638020,32
1433639300,169
1433639712,44
1433640483,46
1433642632,127
1433644764,180
1433645242,178
1433646237,125
1433646900,72
1433646922,110
1433647611,118
1433648293,610
1433649001,39
1433650865,386
1433652795,1044
1433653180,20
1433653314,20
1433654304,10
1433655842,3576
1433656880,51
1433657347,66
1433657400,44
1433658445,10
1433665610,35
1433668467,44
1433668703,89
1433669217,135
1433669240,208
1433672402,166
1433673030,226
1433680664,1050
1433681503,65
1433682370,2
1433684545,41
1433685875,25
1433688270,8
1433691375,16
1433693345,161
1433697001,92
1433703774,438
1433706647,35
1433710197,3
1433710540,269
1433711954,224
1433713134,68
1433714461,32
1433714624,84
1433718202,111
1433718850,6
1433725465,230
1433726045,277
1433726903,483
1433727052,39
1433730470,15
1433730670,112
1433733834,37
1433736781,71
1433738334,172
1433739244,154
1433740551,2813
1433742643,108
1433751803,146
1433753262,126
1433755423,37
1433758267,3
1433758735,25
1433762481,69
1433764400,12
1433765237,7052
1433770634,47
1433773952,63
1433777772,10
1433779463,194
1433779494,195
1433781027,9
1433789132,110
1433791590,1827
1433795281,157
1433797363,130
